"","Metabolite",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","FC","Log2FC","log10p","Text","p<0.05","FDR<0.05",">2-fold Change","SigPandFold"
"76","1-Hydroxyphenanthrene","value","PCR","RVT",14,29,0.482290892529083,17.8474227286412,0.635,0.99974,0.928535639185266,-0.106970809940349,-0.197226274708024,"</br> 1-Hydroxyphenanthrene </br>pvalue:  0.635 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"77","1-Isopropylcitrate","value","PCR","RVT",14,29,-0.458773727749704,20.8898907589699,0.651,0.99974,1.01884168925894,0.0269298985455193,-0.186419011431808,"</br> 1-Isopropylcitrate </br>pvalue:  0.651 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"78","1-Isothiocyanato-2-(methylthio)ethane","value","PCR","RVT",14,29,-0.924498500580471,40.9997960952258,0.361,0.99974,1.08660019519734,0.11982121128827,-0.442492798094342,"</br> 1-Isothiocyanato-2-(methylthio)ethane </br>pvalue:  0.361 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"79","1-Methoxyphaseollidin","value","PCR","RVT",14,29,-0.183253668443489,36.1631163744065,0.856,0.99974,1.012975171796,0.0185988138569708,-0.0675262353228468,"</br> 1-Methoxyphaseollidin </br>pvalue:  0.856 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"80","1-Methyladenosine","value","PCR","RVT",14,29,-0.813980719889758,30.5031078267642,0.422,0.99974,1.11301979080969,0.154479245733914,-0.374687549038326,"</br> 1-Methyladenosine </br>pvalue:  0.422 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"81","1-Methylnaphthalene","value","PCR","RVT",14,29,-0.498692928277943,20.1227512806479,0.623,0.99974,1.02289268174098,0.0326547905947019,-0.20551195334083,"</br> 1-Methylnaphthalene </br>pvalue:  0.623 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"82","1-Naphthaleneaceticacid","value","PCR","RVT",14,29,-0.575603098805593,29.3469135499961,0.569,0.99974,1.01904889356884,0.027223273110269,-0.244887733604929,"</br> 1-Naphthaleneaceticacid </br>pvalue:  0.569 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"83","1-Naphthalenesulfonicacid","value","PCR","RVT",14,29,-0.621821776536031,38.9089383711899,0.538,0.99974,1.03478599569699,0.049332434516792,-0.269217724333611,"</br> 1-Naphthalenesulfonicacid </br>pvalue:  0.538 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"84","1-O-Feruloylglucose","value","PCR","RVT",14,29,1.20778939182644,19.6221873732419,0.241,0.938302593659942,0.873493158548422,-0.195131691306766,-0.617982957425132,"</br> 1-O-Feruloylglucose </br>pvalue:  0.241 </br> FDR:  0.9383",FALSE,FALSE,FALSE,FALSE
"85","1-Octen-3-ylglucoside","value","PCR","RVT",14,29,0.162127226486139,15.0119737076007,0.873,0.99974,0.955131725874487,-0.0662283804188852,-0.0589857562944303,"</br> 1-Octen-3-ylglucoside </br>pvalue:  0.873 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"86","1-Pentanesulfenothioicacid; Hypoxanthine","value","PCR","RVT",14,29,-1.32972652253678,40.843742231505,0.191,0.868824915824916,1.36617562416616,0.450142956415107,-0.718966632752272,"</br> 1-Pentanesulfenothioicacid; Hypoxanthine </br>pvalue:  0.191 </br> FDR:  0.8688",FALSE,FALSE,FALSE,FALSE
"87","1-Pentanethiol","value","PCR","RVT",14,29,-1.74497966263987,36.2982802420687,0.0895,0.773213836477987,1.07470215959731,0.103936890132443,-1.04817696468409,"</br> 1-Pentanethiol </br>pvalue:  0.0895 </br> FDR:  0.7732",FALSE,FALSE,FALSE,FALSE
"88","1-Phenyl-1,3-heptadecanedione","value","PCR","RVT",14,29,0.111334424672196,18.2717936312396,0.913,0.99974,0.911276080783323,-0.134039894826861,-0.039529222465701,"</br> 1-Phenyl-1,3-heptadecanedione </br>pvalue:  0.913 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"89","1-Pyrenylsulfate","value","PCR","RVT",14,29,-0.0169615323507365,29.6479606870101,0.987,0.99974,1.01146924498045,0.016452453570195,-0.00568284733036327,"</br> 1-Pyrenylsulfate </br>pvalue:  0.987 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"90","1-Stearoylglycerophosphoinositol","value","PCR","RVT",14,29,0.143831821928178,38.6609069699191,0.886,0.99974,1.00133798352621,0.0019290119925015,-0.0525662781129492,"</br> 1-Stearoylglycerophosphoinositol </br>pvalue:  0.886 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"91","1-a,24R,25-TrihydroxyvitaminD2","value","PCR","RVT",14,29,0.61413522162245,23.8401971436726,0.545,0.99974,0.957121365905875,-0.0632262204489526,-0.263603497723358,"</br> 1-a,24R,25-TrihydroxyvitaminD2 </br>pvalue:  0.545 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"92","10-Hydroxymyristicacidmethylester","value","PCR","RVT",14,29,-0.795855243869754,36.9378048168756,0.431,0.99974,1.02735825676928,0.0389393609510888,-0.365522729839268,"</br> 10-Hydroxymyristicacidmethylester </br>pvalue:  0.431 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"93","10-Undecenylacetate","value","PCR","RVT",14,29,-0.0802042726722486,36.9251281226529,0.937,0.99974,1.00523571922451,0.00753384078853031,-0.0282604091122217,"</br> 10-Undecenylacetate </br>pvalue:  0.937 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"94","10Z-Nonadecenoicacid","value","PCR","RVT",14,29,-1.12499297458489,34.9267083695193,0.268,0.955324538258575,1.15859010154809,0.212370244463389,-0.571865205971211,"</br> 10Z-Nonadecenoicacid </br>pvalue:  0.268 </br> FDR:  0.9553",FALSE,FALSE,FALSE,FALSE
"95","11,12-Dimethoxydihydrokawain; SB206553","value","PCR","RVT",14,29,0.527781519840123,31.5537226142286,0.601,0.99974,0.984310944049276,-0.0228139596334095,-0.22112552799726,"</br> 11,12-Dimethoxydihydrokawain; SB206553 </br>pvalue:  0.601 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"96","11-Carboxy-alpha-chromanol","value","PCR","RVT",14,29,0.766666087569665,14.5682487433683,0.456,0.99974,0.295785866313649,-1.75737497783364,-0.341035157335565,"</br> 11-Carboxy-alpha-chromanol </br>pvalue:  0.456 </br> FDR:  0.9997",FALSE,FALSE,TRUE,FALSE
"97","11-Hydroxy-12-methoxydihydrokawain","value","PCR","RVT",14,29,-0.803194995769698,38.7507788819378,0.427,0.99974,1.23359558524985,0.302869507306613,-0.369572124974976,"</br> 11-Hydroxy-12-methoxydihydrokawain </br>pvalue:  0.427 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"98","11-Hydroxy-9-tridecenoicacid","value","PCR","RVT",14,29,-0.719026488949834,24.8545233426654,0.479,0.99974,1.01273256098614,0.0182532423727317,-0.319664486585437,"</br> 11-Hydroxy-9-tridecenoicacid </br>pvalue:  0.479 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"99","11-beta-Hydroxyandrosterone-3-glucuronide","value","PCR","RVT",14,29,0.249392083811462,22.8440543259286,0.805,0.99974,0.972583519006258,-0.0401059504106868,-0.0942041196321315,"</br> 11-beta-Hydroxyandrosterone-3-glucuronide </br>pvalue:  0.805 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"100","11a,12a-Epoxy-3b-hydroxy-28,13-oleananolide3-acetate","value","PCR","RVT",14,29,-2.29323864000863,34.5263047461483,0.028,0.584816438356164,1.36107798841111,0.444749734197117,-1.55284196865778,"</br> 11a,12a-Epoxy-3b-hydroxy-28,13-oleananolide3-acetate </br>pvalue:  0.028 </br> FDR:  0.5848",TRUE,FALSE,FALSE,FALSE
"101","12(13)Ep-9-KODE","value","PCR","RVT",14,29,-1.13277004754654,36.0539451289787,0.265,0.955324538258575,1.03242354981637,0.0460349551223918,-0.576754126063192,"</br> 12(13)Ep-9-KODE </br>pvalue:  0.265 </br> FDR:  0.9553",FALSE,FALSE,FALSE,FALSE
"102","12-Hydroxynevirapine","value","PCR","RVT",14,29,0.272989072738633,33.3841842997083,0.787,0.99974,0.994686956336761,-0.00768553666834043,-0.104025267640935,"</br> 12-Hydroxynevirapine </br>pvalue:  0.787 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"103","12-Ketodeoxycholicacid","value","PCR","RVT",14,29,0.998237475847562,31.3960217208636,0.326,0.99974,0.913843562687947,-0.129980877799659,-0.486782399932061,"</br> 12-Ketodeoxycholicacid </br>pvalue:  0.326 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"104","12-Oxo-2,3-dinor-10,15-phytodienoicacid","value","PCR","RVT",14,29,-0.546771744898664,20.5784526281165,0.59,0.99974,1.01508475695392,0.0216001937473969,-0.229147988357856,"</br> 12-Oxo-2,3-dinor-10,15-phytodienoicacid </br>pvalue:  0.59 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"105","12-Oxo-20-carboxy-leukotrieneB4","value","PCR","RVT",14,29,0.665527847978451,21.8982683195265,0.513,0.99974,0.959857790499827,-0.0591074183642058,-0.289882634888184,"</br> 12-Oxo-20-carboxy-leukotrieneB4 </br>pvalue:  0.513 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"106","13,14-DihydroPGF-1a","value","PCR","RVT",14,29,-0.277789418909884,26.8835723431729,0.783,0.99974,1.00859037167354,0.0123403580450503,-0.106238237942057,"</br> 13,14-DihydroPGF-1a </br>pvalue:  0.783 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"107","13,14-dihydroxy-9-oxo-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-5-ylacetate","value","PCR","RVT",14,29,1.71281620356404,36.2499709395645,0.0953,0.788492727272727,0.969078089259359,-0.0453151707867203,-1.02090709936167,"</br> 13,14-dihydroxy-9-oxo-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-5-ylacetate </br>pvalue:  0.0953 </br> FDR:  0.7885",FALSE,FALSE,FALSE,FALSE
"108","13-Carboxy-alpha-tocopherol","value","PCR","RVT",14,29,0.150511042132459,21.6537182493665,0.882,0.99974,0.952151753971608,-0.0707365662549437,-0.0545314148681803,"</br> 13-Carboxy-alpha-tocopherol </br>pvalue:  0.882 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"109","13-Carboxy-gamma-tocopherol","value","PCR","RVT",14,29,0.0394134597780314,25.5187747103063,0.969,0.99974,0.995799509182697,-0.00607279056982603,-0.0136762229492347,"</br> 13-Carboxy-gamma-tocopherol </br>pvalue:  0.969 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"110","13-Hydroxy-9-methoxy-10-oxo-11-octadecenoicacid","value","PCR","RVT",14,29,-0.0260032460649977,16.5535972179886,0.98,0.99974,0.754361298637373,-0.406672432257384,-0.00877392430750515,"</br> 13-Hydroxy-9-methoxy-10-oxo-11-octadecenoicacid </br>pvalue:  0.98 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"111","13-Hydroxy-alpha-tocopherol","value","PCR","RVT",14,29,-0.655591154786178,26.9466535341632,0.518,0.99974,1.07788626930953,0.10820496347166,-0.285670240254767,"</br> 13-Hydroxy-alpha-tocopherol </br>pvalue:  0.518 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"112","13-Hydroxy-alpha-tocotrienol","value","PCR","RVT",14,29,-1.78241977610493,40.9963794849785,0.0821,0.757104026845638,1.13987286430488,0.188872922402958,-1.08565684288056,"</br> 13-Hydroxy-alpha-tocotrienol </br>pvalue:  0.0821 </br> FDR:  0.7571",FALSE,FALSE,FALSE,FALSE
"113","13-Hydroxy-gamma-tocopherol","value","PCR","RVT",14,29,0.316605953953385,24.0733826929894,0.754,0.99974,0.930288751018082,-0.104249513070607,-0.122628654130226,"</br> 13-Hydroxy-gamma-tocopherol </br>pvalue:  0.754 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"114","13-Hydroxy-gamma-tocotrienol","value","PCR","RVT",14,29,1.4219804088922,19.6234165159894,0.171,0.840076363636364,0.901484682508103,-0.149625116438109,-0.767003889607846,"</br> 13-Hydroxy-gamma-tocotrienol </br>pvalue:  0.171 </br> FDR:  0.8401",FALSE,FALSE,FALSE,FALSE
"115","13-L-Hydroperoxylinoleicacid","value","PCR","RVT",14,29,-1.38028470386025,35.4930574044506,0.176,0.8492,1.07230898471239,0.100720676767634,-0.75448733218585,"</br> 13-L-Hydroperoxylinoleicacid </br>pvalue:  0.176 </br> FDR:  0.8492",FALSE,FALSE,FALSE,FALSE
"116","13-OxoODE","value","PCR","RVT",14,29,-0.551965375687967,38.9401897545825,0.584,0.99974,1.02299761606672,0.0328027831157588,-0.233587152887601,"</br> 13-OxoODE </br>pvalue:  0.584 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"117","13S-hydroxyoctadecadienoicacid","value","PCR","RVT",14,29,-1.43845391109631,35.9045232664183,0.159,0.813670454545455,1.37874628905165,0.463357002753025,-0.798602875679548,"</br> 13S-hydroxyoctadecadienoicacid </br>pvalue:  0.159 </br> FDR:  0.8137",FALSE,FALSE,FALSE,FALSE
"118","15-Acetyl-4-deoxynivalenol","value","PCR","RVT",14,29,-0.599759079660197,39.0702558946461,0.552,0.99974,1.08046491650345,0.111652227580824,-0.258060922270801,"</br> 15-Acetyl-4-deoxynivalenol </br>pvalue:  0.552 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"119","15-Keto-13,14-dihydroprostaglandinA2","value","PCR","RVT",14,29,0.625281278044916,33.0177613658082,0.536,0.99974,0.977869044625363,-0.0322868212431704,-0.27083521030723,"</br> 15-Keto-13,14-dihydroprostaglandinA2 </br>pvalue:  0.536 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"120","15beta-Hydroxy-7alpha-mercapto-pregn-4-ene-3,20-dione7-acetate","value","PCR","RVT",14,29,-0.986136355165764,19.3823393775605,0.336,0.99974,1.04647305660897,0.065535167210421,-0.473660722610156,"</br> 15beta-Hydroxy-7alpha-mercapto-pregn-4-ene-3,20-dione7-acetate </br>pvalue:  0.336 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"121","16-Dehydroprogesterone","value","PCR","RVT",14,29,-2.2521055498812,40.1797355673886,0.0298,0.584816438356164,1.14738628813372,0.198351182245207,-1.52578373592374,"</br> 16-Dehydroprogesterone </br>pvalue:  0.0298 </br> FDR:  0.5848",TRUE,FALSE,FALSE,FALSE
"122","16-Hydroxyhexadecanoicacid","value","PCR","RVT",14,29,-1.25096261100237,25.4522081469379,0.222,0.908854545454545,1.16964803331556,0.226074464011779,-0.653647025549361,"</br> 16-Hydroxyhexadecanoicacid </br>pvalue:  0.222 </br> FDR:  0.9089",FALSE,FALSE,FALSE,FALSE
"123","16-a-Hydroxypregnenolone","value","PCR","RVT",14,29,-1.32747874876575,33.76935575992,0.193,0.874976510067114,1.17852264740595,0.236979482802174,-0.714442690992226,"</br> 16-a-Hydroxypregnenolone </br>pvalue:  0.193 </br> FDR:  0.875",FALSE,FALSE,FALSE,FALSE
"124","18-Hydroxy-16-tritriacontanone","value","PCR","RVT",14,29,0.0115217901686917,39.6978528210724,0.991,0.99974,1.00358817652726,0.00516737928144265,-0.00392634551472468,"</br> 18-Hydroxy-16-tritriacontanone </br>pvalue:  0.991 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"125","18-Nor-4(19),8,11,13-abietatetraene","value","PCR","RVT",14,29,0.0987631423795935,26.4269079893612,0.922,0.99974,0.996926068642536,-0.00444157557744526,-0.0352690789463706,"</br> 18-Nor-4(19),8,11,13-abietatetraene </br>pvalue:  0.922 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"126","19,20-DiHDPA","value","PCR","RVT",14,29,0.497236610975253,14.7344835156553,0.626,0.99974,0.86390484783188,-0.211055674999426,-0.20342566678957,"</br> 19,20-DiHDPA </br>pvalue:  0.626 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"127","1b-Hydroxycholicacid","value","PCR","RVT",14,29,-2.22154192821348,35.650117686996,0.0328,0.588396052631579,1.12261314899885,0.16686086258133,-1.48412615628832,"</br> 1b-Hydroxycholicacid </br>pvalue:  0.0328 </br> FDR:  0.5884",TRUE,FALSE,FALSE,FALSE
"128","2(3H)-Benzothiazolethione","value","PCR","RVT",14,29,1.3953827690689,28.1665824226986,0.174,0.842559139784946,0.907238755021852,-0.140445824885424,-0.7594507517174,"</br> 2(3H)-Benzothiazolethione </br>pvalue:  0.174 </br> FDR:  0.8426",FALSE,FALSE,FALSE,FALSE
"129","2(N)-Methyl-norsalsolinol","value","PCR","RVT",14,29,-0.0364951834864304,26.2809378585072,0.971,0.99974,1.00117321491386,0.0016915992273182,-0.0127807700919951,"</br> 2(N)-Methyl-norsalsolinol </br>pvalue:  0.971 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"130","2(R)-hydroxydocosanoicacid","value","PCR","RVT",14,29,0.0507268700572413,22.0193985107979,0.96,0.99974,0.977850212968264,-0.0323146047179234,-0.0177287669604316,"</br> 2(R)-hydroxydocosanoicacid </br>pvalue:  0.96 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"131","2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione","value","PCR","RVT",14,29,1.16997727582915,22.3335835689403,0.254,0.942386920980926,0.96977250782736,-0.0442817396717099,-0.595166283380062,"</br> 2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione </br>pvalue:  0.254 </br> FDR:  0.9424",FALSE,FALSE,FALSE,FALSE
"132","2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione","value","PCR","RVT",14,29,-1.41157950058114,40.7534733646656,0.166,0.833702602230483,1.03346305724752,0.0474868182956468,-0.779891911959945,"</br> 2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione </br>pvalue:  0.166 </br> FDR:  0.8337",FALSE,FALSE,FALSE,FALSE
"133","2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]nona-3,8-diene","value","PCR","RVT",14,29,-0.100090710083793,40.9572237327713,0.921,0.99974,1.00342510641397,0.0049329409284032,-0.0357403698031511,"</br> 2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]nona-3,8-diene </br>pvalue:  0.921 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"134","2,3,6-Trihydroxypyridine","value","PCR","RVT",14,29,-0.138466257775699,21.0756421325022,0.891,0.99974,1.00342606985376,0.0049343261330732,-0.0501222959631252,"</br> 2,3,6-Trihydroxypyridine </br>pvalue:  0.891 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"135","2,3-Butanediolglucoside","value","PCR","RVT",14,29,-0.245458779410278,21.1762954343858,0.808,0.99974,1.00716274006132,0.0102968167209185,-0.0925886392254138,"</br> 2,3-Butanediolglucoside </br>pvalue:  0.808 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"136","2,3-Diacetoxypropylstearate","value","PCR","RVT",14,29,-0.321166082404847,28.2399472497048,0.75,0.99974,1.01570135092067,0.022476265414368,-0.1249387366083,"</br> 2,3-Diacetoxypropylstearate </br>pvalue:  0.75 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"137","2,3-Dimethylmaleate","value","PCR","RVT",14,29,-0.21163797318066,40.9710897943732,0.833,0.99974,1.01067777887775,0.0153231150342442,-0.0793549985932124,"</br> 2,3-Dimethylmaleate </br>pvalue:  0.833 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"138","2,3-EpoxyaflatoxinB1","value","PCR","RVT",14,29,-0.26616109381079,39.4568617545231,0.792,0.99974,1.01409791298009,0.0201969538710457,-0.101274818410506,"</br> 2,3-EpoxyaflatoxinB1 </br>pvalue:  0.792 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"139","2,4,6-Trihydroxydihydrochalcone2-glucoside","value","PCR","RVT",14,29,-0.74653199910382,30.2977640212035,0.461,0.99974,1.03134060087941,0.0445208623383264,-0.336299074610352,"</br> 2,4,6-Trihydroxydihydrochalcone2-glucoside </br>pvalue:  0.461 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"140","2,4,6-Trimethyl-1,3,5-trithiane","value","PCR","RVT",14,29,0.820518342342079,35.9653772544435,0.417,0.99974,0.98826714806833,-0.0170270114819836,-0.379863945026242,"</br> 2,4,6-Trimethyl-1,3,5-trithiane </br>pvalue:  0.417 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"141","2,4-Diamino-6,7-dimethoxyquinazoline","value","PCR","RVT",14,29,-1.11510336238679,35.5334346003766,0.272,0.961968586387435,1.0596344488421,0.0835666517701388,-0.565431095965801,"</br> 2,4-Diamino-6,7-dimethoxyquinazoline </br>pvalue:  0.272 </br> FDR:  0.962",FALSE,FALSE,FALSE,FALSE
"142","2,4-bis(3-methylbut-2-en-1-yl)benzene-1,3,5-triol","value","PCR","RVT",14,29,-0.412963993894212,31.6611085188094,0.682,0.99974,1.01234379793525,0.0176993210057413,-0.166215625343521,"</br> 2,4-bis(3-methylbut-2-en-1-yl)benzene-1,3,5-triol </br>pvalue:  0.682 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"143","2,5-Dimethyl-3-propylpyrazine","value","PCR","RVT",14,29,-0.000885026773989068,40.119582342123,0.999,0.99974,1.02869324384586,0.0408128349424938,-0.000434511774017692,"</br> 2,5-Dimethyl-3-propylpyrazine </br>pvalue:  0.999 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"144","2,6-Di-tert-butylbenzoquinone","value","PCR","RVT",14,29,-0.0558078739907374,30.045384163168,0.956,0.99974,1.0030071294858,0.00433186082272858,-0.0195421077238999,"</br> 2,6-Di-tert-butylbenzoquinone </br>pvalue:  0.956 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"145","2,6-Dimethyl-naphtalene","value","PCR","RVT",14,29,-0.562275500171385,21.3686856298687,0.58,0.99974,1.02823776528016,0.0401739057068526,-0.236572006437063,"</br> 2,6-Dimethyl-naphtalene </br>pvalue:  0.58 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"146","2,6-dihydroxy-3-(3,5,6,7-tetrahydroxy-4-oxo-4H-chromen-2-yl)phenyl]oxidanesulfonicacid","value","PCR","RVT",14,29,-0.633644888144382,19.8626478359964,0.534,0.99974,1.02104985983151,0.0300533175137788,-0.272458742971444,"</br> 2,6-dihydroxy-3-(3,5,6,7-tetrahydroxy-4-oxo-4H-chromen-2-yl)phenyl]oxidanesulfonicacid </br>pvalue:  0.534 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"147","2,6-dihydroxy-4-(3,5,7-trihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]oxidanesulfonicacid","value","PCR","RVT",14,29,1.99013728668224,23.3601063271997,0.0584,0.701122413793103,0.635294188163675,-0.654503273837434,-1.2335871528876,"</br> 2,6-dihydroxy-4-(3,5,7-trihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]oxidanesulfonicacid </br>pvalue:  0.0584 </br> FDR:  0.7011",FALSE,FALSE,FALSE,FALSE
"148","2,7-Anhydro-alpha-N-acetylneuraminicacid","value","PCR","RVT",14,29,-1.59140555955797,38.3907711136336,0.12,0.804166666666667,1.14297534821753,0.192794287727505,-0.920818753952375,"</br> 2,7-Anhydro-alpha-N-acetylneuraminicacid </br>pvalue:  0.12 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"149","2-(2,6-dihydroxy-3,4-dimethoxycyclohexylidene)acetonitrile","value","PCR","RVT",14,29,-0.90927523779407,29.4878696548787,0.371,0.99974,1.02535568763729,0.0361244558541721,-0.430626090384954,"</br> 2-(2,6-dihydroxy-3,4-dimethoxycyclohexylidene)acetonitrile </br>pvalue:  0.371 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"150","2-(2-Thienylmethylene)-1,6-dioxaspiro[4.4]non-3-ene","value","PCR","RVT",14,29,-0.444890334232926,39.2693921360444,0.659,0.99974,1.0300857473961,0.04276443662607,-0.18111458540599,"</br> 2-(2-Thienylmethylene)-1,6-dioxaspiro[4.4]non-3-ene </br>pvalue:  0.659 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"151","2-(2H-1,3-benzodioxol-5-yl)-2-oxoaceticacid","value","PCR","RVT",14,29,-2.82125174984683,30.4578218985448,0.00834,0.51338,1.06596839786495,0.0921646680039039,-2.07883394936226,"</br> 2-(2H-1,3-benzodioxol-5-yl)-2-oxoaceticacid </br>pvalue:  0.0083 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"152","2-(3,4-dihydroxy-5-methoxyphenyl)-3,5,7-trihydroxy-6-methoxy-4H-chromen-4-one","value","PCR","RVT",14,29,0.404660489814897,35.0245808497439,0.688,0.99974,0.993897438647371,-0.00883110868217839,-0.162411561764489,"</br> 2-(3,4-dihydroxy-5-methoxyphenyl)-3,5,7-trihydroxy-6-methoxy-4H-chromen-4-one </br>pvalue:  0.688 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"153","2-(3,4-dimethoxyphenyl)-5,7-dihydroxy-6,8-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one","value","PCR","RVT",14,29,0.377795628960779,29.0018929195592,0.708,0.99974,0.984064699222569,-0.0231749234498465,-0.149966742310231,"</br> 2-(3,4-dimethoxyphenyl)-5,7-dihydroxy-6,8-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one </br>pvalue:  0.708 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"154","2-(4-Methyl-5-thiazolyl)ethylformate","value","PCR","RVT",14,29,0.0328370993603615,30.4010688300267,0.974,0.99974,1.00143603923986,0.00207028054334504,-0.0114410431213845,"</br> 2-(4-Methyl-5-thiazolyl)ethylformate </br>pvalue:  0.974 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"155","2-(4-Methyl-5-thiazolyl)ethylpropionate","value","PCR","RVT",14,29,2.83532877117136,25.9476868931709,0.00875,0.51338,0.566019183563498,-0.821077145075928,-2.05799194697769,"</br> 2-(4-Methyl-5-thiazolyl)ethylpropionate </br>pvalue:  0.0088 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
